Name,Category,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count
FreeUp Storage Hixson Boy Scout Rd,Self-storage facility,6909 Outdoor Ln,35.1749295,-85.2072614,Hamilton County,37343,Middle Valley,4.9,72
Chattanooga Fish N Fun,Boat dealer,1730 Gold Point Cir N,35.1715181,-85.172694,Hamilton County,37343,Middle Valley,4.6,66
J.Crew,Clothing store,1110 Market St,35.0431306,-85.3089025,Hamilton County,37402,Chattanooga,4.3,28
Mc Lain Foods,Food products supplier,4513 Hixson Pike,35.1200593,-85.2498324,Hamilton County,37351,Chattanooga,No reviews,
Walmart Supercenter,Grocery store,9334 Dayton Pike,35.234886,-85.1994429,Hamilton County,37379,Soddy-Daisy,3.9,"2,375"
212 Market Street Parking Lot,Public parking space,212 Market St,35.0544261,-85.3095238,Hamilton County,37450,Chattanooga,5,1
Terrace at Hamilton Place,Shopping mall,2100 Hamilton Pl Blvd,35.0383505,-85.1547079,Hamilton County,37421,Chattanooga,4.3,619
Hamilton County Employee Pharmacy,Pharmacy,455 N Highland Park Ave,35.044625,-85.2777205,Hamilton County,37404,Chattanooga,4.5,11
Kings Provision,General store,2180 Stein Dr #110,35.0560377,-85.1841337,Hamilton County,37416,Chattanooga,No reviews,
Powerstruggleclothing,Clothing store,,35.0267209,-85.6721325,Marion County,,,5,6
Robehome,Clothing store,7604 Cove Ridge Dr,35.1711075,-85.1505493,Hamilton County,37343,Middle Valley,No reviews,
Parkside Hall,Event venue,2035 Polk St,35.0245285,-85.2968292,Hamilton County,37408,Chattanooga,4.8,22
Seasons Storage,Storage facility,7706 Hixson Pike,35.1756527,-85.1711779,Hamilton County,37343,Middle Valley,5,10
Harrison Bay Boat & RV Storage,Boat storage facility,7055 Harvest Run Dr,35.1196382,-85.1266287,Hamilton County,,Harrison,5,3
Stealth 1 Charging,Variety store,7428 Hixson Pike,35.172611,-85.1726833,Hamilton County,37343,Middle Valley,5,3
Card My Yard - Chattanooga East,Party equipment rental service,,35.1668963,-85.134915,Hamilton County,37341,Middle Valley,5,24
The African Hut Gift Shop,Gift basket store,,35.1081286,-85.2597765,Hamilton County,37415,Chattanooga,No reviews,
Storage Rentals of America,Storage facility,8307 Hixson Pike,35.1940581,-85.1663259,Hamilton County,37343,Middle Valley,4.7,42
Miss Ginny's English Toffee,Candy store,,35.0986115,-85.2369534,Hamilton County,37406,Chattanooga,5,3
Kim's Korner,Embroidery shop,8505 Hixson Pike suite b,35.1991114,-85.1624781,Hamilton County,37344,Lakesite,3.7,3
American Tobacco Outlet,Tobacco shop,8513 Hixson Pike # C,35.1995829,-85.16179,Hamilton County,37344,Lakesite,4.5,46
St Albans Farmer's Market,Farmers' market,7514 Hixson Pike,35.1731594,-85.1713875,Hamilton County,37343,Middle Valley,No reviews,
Premier Granite & Quartz,Granite supplier,,35.571364,-85.9786956,Coffee County,37382,,No reviews,
West Home Services,General contractor,,35.095569,-85.1283295,Hamilton County,37416,Chattanooga,4.2,6
Hughes Farmers Market and Garden Center,Farmers' market,6402 Hixson Pike,35.1556176,-85.1975203,Hamilton County,37344,Chattanooga,4.8,150
Flower Girl Candle Co.,Candle store,,35.0654312,-85.2173389,Hamilton County,37416,Chattanooga,No reviews,
"Lucious ""The King's"" Southern Seaoning, Inc",Food products supplier,115 Nowlin Ln,35.0273878,-85.2006309,Hamilton County,37421,Chattanooga,5,3
Talkin' Tackle Outfitter and Lodge,Bait shop,7700 Hixson Pike,35.1754092,-85.1714984,Hamilton County,37343,Middle Valley,4.9,134
Anna's Attic Consignment Boutique,Clothing store,8505 Hixson Pike # D,35.1991569,-85.1623251,Hamilton County,37344,Lakesite,4.6,31
66 Plaza,Shopping mall,"Village Plaza Shopping Center, 4002 TN-66",36.3949683,-83.0128714,Hawkins County,37857,Rogersville,4.4,373
Clonces Market,Grocery store,4734 Tazewell Hwy,36.5078354,-83.2867634,Hancock County,,,4.6,63
Greene's IGA Super Market,Grocery store,138 Jail St,36.5284524,-83.2177469,Hancock County,37869,Sneedville,4,208
Clinch River Market (Fastop Market #230),Convenience store,127 Tazewell Hwy,36.5165772,-83.2165307,Hancock County,37869,Sneedville,4.4,19
DG Market,Grocery store,509 Cross St,36.4447813,-83.5918858,Claiborne County,37825,New Tazewell,4,358
Dollar General,Grocery store,1432 Main St,36.5315767,-83.2145851,Hancock County,37869,Sneedville,4,197
Sneedville Farmers Market,Market,373 Wahoo Rd,36.5322299,-83.2187798,Hancock County,37869,Sneedville,5,2
S&J Produce,Produce market,129 Big Hill Rd,36.3471296,-83.242216,Hawkins County,37811,Mooresburg,4.8,188
Foreman's Valley View,Convenience store,4399 Main St,36.5523943,-83.1715734,Hancock County,37869,Sneedville,4.6,7
Mountain Loft Boutique,Boutique,1186 Main St,36.5290459,-83.217795,Hancock County,37869,Sneedville,5,30
Mountain Valley Market,Convenience store,2916 Mountain Valley Road,36.3760034,-83.3804287,Grainger County,,Thorn Hill,4.8,20
Save A Lot,Grocery store,420 Park Blvd Suite 6,36.4183069,-82.9921073,Hawkins County,37857,Rogersville,4.5,362
Smoke Shop,Tobacco shop,101 Jockey St,36.5297612,-83.2165139,Hancock County,37869,Sneedville,5,1
Clevenger market,Grocery store,TN-70,36.4185041,-82.9948881,Hawkins County,37857,Rogersville,No reviews,
J & J Warehousers,Warehouse,1042 Old Harrison Ferry Rd,35.6597416,-85.7298668,Warren County,37110,,3,2
Dollar General,Grocery store,"3706 Highway 25 E (Hwy 11, 3706 US-25E",36.347475,-83.3051808,Grainger County,37708,Bean Station,4.2,317
"Overhome Meat Processing, LLC",Butcher shop,2453 TN-131,36.4069054,-83.2635242,Hancock County,37881,,4.5,56
Corner Mart,Convenience store,120 Jockey St,36.5298906,-83.2166317,Hancock County,37869,Sneedville,3.2,12
Warehouse One LLC,Wholesaler,9305 Cherokee Trail,35.860667,-85.0649883,Cumberland County,38572,,3.9,81
Parkview Plaza,Shopping mall,420 Park Blvd Suite 6A,36.4187227,-82.9926227,Hawkins County,37857,Rogersville,No reviews,
Dollar General,Grocery store,125 Tater Hill Rd,36.2870481,-83.3686296,Grainger County,,,4.2,244
D & R Market,Convenience store,10710 US-11W,36.3435847,-83.2293744,Hawkins County,37857,Mooresburg,4.4,215
Hancock Farmers Co-Op,Farm shop,192 Jail St,36.5290724,-83.2169884,Hancock County,37869,Sneedville,4.8,47
Harrison Farm & Home Supply,Hardware store,1172 Main St,36.5289984,-83.218016,Hancock County,37869,Sneedville,4.8,51
Shepherd's Corner,Thrift store,164 Jail St,36.5287267,-83.2174004,Hancock County,37869,Sneedville,4.6,54
Hackney Furniture,Furniture manufacturer,1132 Campbell Dr,36.5322837,-83.2348403,Hancock County,37869,Sneedville,4.4,27
Kennys market 3.& DELI,Grocery store,5018 Copper Ridge Rd,36.2752929,-83.2430729,Hamblen County,37814,,4.5,84
Surgoinsville Market & Deli by Mr. Zip,Grocery store,582 Carters Valley Lp,36.4671161,-82.9088794,Hawkins County,,Surgoinsville,4.3,194
Liberty Market,Convenience store,1100 E Main St,36.4131503,-82.9929976,Hawkins County,37857,Rogersville,4.5,24
Rogersville Produce,Produce market,711 W Main St,36.4034464,-83.0145648,Hawkins County,37857,Rogersville,4.7,389
Brooks Market,Grocery store,,36.3291424,-83.0853479,Hawkins County,37711,,5,1
Dollar General,Grocery store,103 Futuristic Rd,36.3442382,-83.243075,Hawkins County,37811,Mooresburg,4.3,305
Keith's Mini Storage,Storage facility,975 Old Dunlap Rd,35.7443338,-85.4665528,Van Buren County,38585,Spencer,4.8,10
4 Corners Ranch,Cattle farm,3113 TN-131,36.4032484,-83.2754727,Hancock County,37881,,4.8,25
Lakeview Market & Deli,Convenience store,754 Choptack Rd,36.3870394,-83.1178667,Hawkins County,37857,,3.7,101
Dollar General,Grocery store,116 Silver City Rd,36.2725694,-83.1364524,Hamblen County,37891,Whitesburg,4.3,216
Sweet Liberty Cookies,Cookies,317 E Main St,36.4079653,-83.0043483,Hawkins County,37857,Rogersville,4.6,37
Tennessee Fireworks Distributor,Fireworks store,402 Broadway Dr,36.3381853,-83.2829331,Grainger County,37708,Bean Station,4.6,76
Walmart Business Center,Office supply store,4331 Hwy 66 S,36.3981727,-83.0182602,Hawkins County,37857,Rogersville,No reviews,
River's Edge Storage,Self-storage facility,104 Old Hwy 11W,36.3864931,-83.0913597,Hawkins County,37857,,5,13
bp,Supermarket,1024 Lakeshore Dr,36.3127973,-83.3107283,Grainger County,37708,Bean Station,4,50
Sexton's Furniture Manufacturing LLC,Furniture manufacturer,2735 County Line Rd,36.3394127,-83.2653641,Grainger County,37811,Bean Station,3.4,8
United States Postal Service,Logistics service,1314A Main St,36.5303209,-83.2161757,Hancock County,37869,Sneedville,4.3,12
Big Lots,Discount store,420 Park Blvd,36.4189111,-82.9926239,Hawkins County,37857,Rogersville,4.3,547
Lively Iris Bakery Cafe & Creative Lounge,Coffee shop,1207 Main St,36.5296168,-83.2179226,Hancock County,37869,Sneedville,4.9,19
Truevalue,Hardware store,Rock St,36.529031,-83.2180638,Hancock County,37869,Sneedville,4.8,20
Walmart Supercenter,Grocery store,4331 Hwy 66 S,36.3964688,-83.0196888,Hawkins County,37857,Rogersville,3.9,"2,344"
Arrowhead Market,Convenience store,7495 US-11W,36.3866782,-83.0452696,Hawkins County,37857,Rogersville,3.7,13
Overhome Auto & Ag Supply,Farm equipment supplier,2042 Main St,36.5376225,-83.2072935,Hancock County,37869,Sneedville,4.3,98
Parts City Auto Parts - Discount Auto Parts,Auto parts store,124 Jail St,36.5295667,-83.215777,Hancock County,37869,Sneedville,4.9,92
Sparta Mini-Storage,Storage facility,413 Grissom St,35.9331631,-85.4749593,White County,38583,Sparta,3.6,14
Value Rx,Pharmacy,1400 Main St,36.5312599,-83.2149256,Hancock County,37869,Sneedville,5,10
TO GO MARKET ( TOBACCO Shop & VAPE SHOP & SMOKE SHOP ),Tobacco shop,1213 W Main St,36.4007014,-83.0192746,Hawkins County,37857,Rogersville,4.9,94
Friendly Farm,Farm household tour,,36.564174,-83.333233,Hancock County,37869,,3.9,18
Shepherd's Center,Thrift store,306 E Main St,36.4075772,-83.004448,Hawkins County,37857,Rogersville,4.3,186
United States Postal Service,Logistics service,340 Main St,36.3450549,-83.2934509,Grainger County,37708,Bean Station,3.1,16
Cherokee Powersports,Motorsports store,4050 US-25E,36.3468081,-83.3169324,Grainger County,37708,Bean Station,3.9,47
United States Postal Service,Logistics service,108 Old Mountain Rd,36.3597476,-83.4144191,Grainger County,,Thorn Hill,4,5
Snow Hollow Designs,T-shirt store,211 Sanita Village Rd,36.357662,-83.2925514,Grainger County,37708,Bean Station,No reviews,
Dollar General,Grocery store,3050 Hwy 66 S,36.3593288,-83.0179853,Hawkins County,37857,,4.2,264
B Well Natural Health LLC,Natural goods store,122 S Church St,36.4065891,-83.005001,Hawkins County,37857,Rogersville,5,8
Quality Storage Barn,Portable building manufacturer,5644 US-11W,36.440052,-82.9687423,Hawkins County,37660,Rogersville,4.2,11
OverHome Florist & Gifts,Florist,148 Church St,36.5308172,-83.2171165,Hancock County,37869,Sneedville,5,3
Lockhart Mini Storage,Self-storage facility,528 E Broad St,35.9588177,-85.8019006,DeKalb County,37166,Smithville,3.7,3
LuElla's Gift Market,Gift shop,117 E Main St,36.407262,-83.005968,Hawkins County,37857,Rogersville,4.6,33
"Store More Mini Storage, LLC",Storage facility,1610 E Main St,36.421797,-82.984785,Hawkins County,37857,Rogersville,4.9,9
HalleluYah Farms,Farm shop,490 Hickory Cove Rd,36.4790683,-82.9662477,Hawkins County,37857,,5,7
Accounting Worldwide Inc,Tax preparation service,182 Livesay St,36.5307236,-83.218656,Hancock County,37869,Sneedville,5,15
Sneedville Trim Upholstery,Upholstery shop,3604 Duck Creek Rd,36.4799292,-83.2418908,Hancock County,37869,Sneedville,3.5,12
Brommeland Gunleather,Sporting goods store,1314 Main St,36.5303421,-83.2161541,Hancock County,37869,Sneedville,No reviews,
Dollar Tree,Dollar store,910 E Main St,36.4126646,-82.9934689,Hawkins County,38757,Rogersville,4.6,301
United States Postal Service,Logistics service,1024 Lakeshore Dr,36.3129552,-83.3107719,Grainger County,37708,Bean Station,1,1
"Mini-Storage on Main Street Townhomes, LLC",Self-storage facility,1631 E Main St,36.4242142,-82.9852076,Hawkins County,37857,Rogersville,4.4,5
UPS Authorized Shipping Provider,Shipping and mailing service,4017 TN-66 Ste 7,36.3946792,-83.0135614,Hawkins County,37857,Rogersville,4.3,3
The Market At Summer Oaks,Shopping mall,4500 Summer Ave,35.1499662,-89.910545,Shelby County,38122,Memphis,4.2,60
Cloverleaf Shopping Center,Shopping mall,,35.1505034,-89.8897595,Shelby County,38122,Memphis,4.1,653
Hardeman County Chamber of Commerce,Chamber of Commerce,112 S Main St,35.2555907,-88.9881007,Hardeman County,38008,Bolivar,4,4
American Place Shopping Center,Shopping mall,4273 American Way,35.074928,-89.9207953,Shelby County,38118,Memphis,4.1,147
Q Mart,Convenience store,629 W Market St,35.2561736,-88.9958588,Hardeman County,38008,Bolivar,3,3
High Point Grocery,Grocery store,469 High Point Terrace,35.1446207,-89.9375792,Shelby County,38122,Memphis,4.7,143
Bolivar Hardware,Hardware store,100 N Porter St,35.2598881,-89.0064466,Hardeman County,38008,Bolivar,4.7,68
Bill's Flowers and Gifts,Florist,205 S Washington St,35.2552162,-88.988896,Hardeman County,38008,Bolivar,4.9,29
Shelton's Flowers & Gifts,Florist,1316 W Market St,35.2589281,-89.0054158,Hardeman County,38008,Bolivar,4.5,13
Clement's Warehouses,Self-storage facility,1115 Florence Rd,35.20829,-88.238983,Hardin County,38372,Savannah,4.8,15
Watson Shopping Center,Shopping mall,245 Wayne Rd #265,35.2262895,-88.242205,Hardin County,38372,Savannah,4.5,30
AIRPORT MARKET,Convenience store,17865 TN-69,35.160806,-88.2192239,Hardin County,38372,,5,16
Savannah Market,Event venue,470 Main St,35.2252735,-88.2506591,Hardin County,38372,Savannah,4.9,11
Savannah Food Company,Food manufacturer,575 Industrial Rd,35.164597,-88.2328009,Hardin County,38372,,4.2,40
Hardin County Chamber of Commerce,Chamber of Commerce,495 Main St,35.2249729,-88.2509272,Hardin County,38372,Savannah,4.8,5
Savannah Meat Market,Butcher shop,305 Wayne Rd,35.2264821,-88.2412883,Hardin County,38372,Savannah,4.8,105
HMC Home Supply,Medical supply store,925 Pickwick St,35.214171,-88.2442166,Hardin County,38372,Savannah,5,5
American Foodservice,Store,735 Florence Rd,35.2142688,-88.2385392,Hardin County,38372,Savannah,4.9,7
Boat storage pickwick lake,Warehouse,1720 Bruton Rd,35.0989788,-88.1704117,Hardin County,38372,,5,1
Tractor Supply Co.,Animal feed store,195 Water St,35.2216954,-88.244441,Hardin County,38372,Savannah,4.4,297
The UPS Store,Shipping and mailing service,245 Wayne Rd Ste A,35.2260911,-88.2423209,Hardin County,38372,Savannah,4.6,71
River City Market,Farmers' market,"River City Market, Main St",35.2248722,-88.2500102,Hardin County,38372,Savannah,No reviews,
Wheels and Deals of Hardin County,Used car dealer,330 Florence Rd #2508,35.2195858,-88.2401909,Hardin County,38372,Savannah,3.8,32
Three Diamond Food Market,Convenience store,15 Bain Rd,35.2167897,-88.2338148,Hardin County,38372,Savannah,3.1,8
Walmart Supercenter,Grocery store,175 Bell Ln,35.2242409,-88.2147897,Hardin County,38372,Savannah,4,"2,547"
Cedar Pantry,Convenience store,940 Florence Rd,35.2108166,-88.2394382,Hardin County,38372,Savannah,3.8,13
"Farmers Home Furniture | Savannah, TN",Furniture store,195 Water St Suite C,35.2217636,-88.244934,Hardin County,38372,Savannah,4.6,159
The Outpost,American,2175 TN-128,35.081917,-88.2549067,Hardin County,38372,Savannah,4.7,"2,141"
Packaging Corporation of America,Manufacturer,6715 TN-57,35.0464513,-88.2684318,Hardin County,38326,,3.6,58
Maker's Market,Thrift store,7455 TN-57,35.0479552,-88.2533241,Hardin County,38326,,5,3
River Heights Grocery,Gas station,3300 US-64,35.2217792,-88.3149491,Hardin County,38327,Crump,4.3,322
Dollar General Market,Supermarket,9840 TN-57,35.0326871,-88.2297672,Hardin County,38326,,3.3,3
64 Beef,Meat products store,11145 US-64,35.2345119,-88.1831168,Hardin County,38372,,No reviews,
Riverside Medical,Medical supply store,275 Eureka St,35.2065198,-88.2405356,Hardin County,38372,Savannah,4.3,32
Rich's Roadside Market,Grocery store,2260 Old Town Loop,35.2236062,-88.1547708,Hardin County,38372,,No reviews,
Parris Manufacturing Company,Toy manufacturer,1825 Pickwick St,35.2011106,-88.2432351,Hardin County,38372,Savannah,4.2,6
Dollar General,Grocery store,5670 TN-128,35.1302392,-88.2543457,Hardin County,38372,Savannah,4.5,158
Main Street Gift Gallery,Gift shop,444 Main St,35.225183,-88.250141,Hardin County,38372,Savannah,4.7,11
Lowe's Home Improvement,Home improvement store,1895 Wayne Rd,35.227924,-88.213469,Hardin County,38372,Savannah,4.2,"1,060"
Ole Charlie's Antique Mall,Antique store,7405 TN-57,35.0473635,-88.2540465,Hardin County,38326,,4.8,65
Young Welding Supply,Welding supply store,460 Pinhook Dr,35.2182105,-88.2362371,Hardin County,38372,Savannah,4.9,23
Raceway Auto and Truck Parts,Auto parts store,5350 TN-226,35.2034265,-88.2034079,Hardin County,38372,,3.9,160
Southern Threads,Boutique,1050 Wayne Rd,35.2268206,-88.2282501,Hardin County,38372,Savannah,4.7,13
Savannah Creekside Storage,Self-storage facility,1985 Wayne Rd,35.2268463,-88.2120986,Hardin County,38372,Savannah,4.9,8
Greene's Fine Antiques,Gift shop,470 Wayne Rd,35.2265126,-88.2385317,Hardin County,38372,Savannah,4.7,20
Williams Lumber and Building Supply Co,Lumber store,20 Monty Dr,35.227155,-88.240605,Hardin County,38372,Savannah,4.8,33
Roses Sawmill,Woodworker,17085 TN-69 S,35.1506277,-88.2131652,Hardin County,38372,Savannah,3.9,15
Pickwick Package Store,Liquor store,930 Florence Rd,35.2115074,-88.2396679,Hardin County,38372,Savannah,4.6,41
General Storage Savannah,Storage facility,931 Pickwick St,35.2138054,-88.2428668,Hardin County,38372,Savannah,4.3,6
Soles Of Savannah,Boutique,60 Brazelton St,35.2144743,-88.2459795,Hardin County,38372,Savannah,4.7,23
BR Supply Inc,Plumbing supply store,440 Florence Rd,35.2181537,-88.2401715,Hardin County,38372,Savannah,4.2,14
Raceway Pik-A-Part - Junk My Car / Used Auto Parts,Junkyard,410 County Home Rd,35.2053041,-88.1976299,Hardin County,38372,,4.5,186
United States Postal Service,Logistics service,705 Water St,35.2239607,-88.2542628,Hardin County,38372,Savannah,3.9,27
Ingles Sawmill,Saw mill,6445 Choate Creek Rd,35.1062887,-88.122923,Hardin County,38372,,5,3
NotTooShabby,Home goods store,50 Water St,35.2230496,-88.2425815,Hardin County,38372,Savannah,No reviews,
D. Long & Co Inc,Print shop,50 Fairground St,35.2265558,-88.2371745,Hardin County,38372,Savannah,5,2
SOLID GROUNDS,Coffee shop,275B Pickwick St,35.2231765,-88.2458199,Hardin County,38372,Savannah,4.7,35
Maxine's House of Music,Religious goods store,235 Florence Rd,35.221036,-88.240516,Hardin County,38372,Savannah,4.8,27
The civil war relic hunters,Do-it-yourself shop,30 Navajo Trl,35.206946,-88.233285,Hardin County,38372,Savannah,5,3
